Text Chunk,Generated Question,Generated Answer
"Azure CLI

Copy
az network lb probe create \
  --resource-group [sandbox resource group name] \
  --lb-name myLoadBalancer \
  --name myHealthProbe \
  --protocol tcp \
  --port 80  
Now, you need a load balancer rule to define how traffic is distributed to the virtual machines. You define the front-end IP configuration for the incoming traffic and the back-end IP pool to receive the traffic, along with the required source and destination port. To make sure only healthy virtual machines receive traffic, you also define the health probe to use. Azure CLI

Copy
az network lb rule create \
  --resource-group [sandbox resource group name] \
  --lb-name myLoadBalancer \
  --name myHTTPRule \
  --protocol tcp \
  --frontend-port 80 \
  --backend-port 80 \
  --frontend-ip-name myFrontEndPool \
  --backend-pool-name myBackEndPool \
  --probe-name myHealthProbe
Connect the virtual machines to the back-end pool by updating the network interfaces you created in the script to use the back-end pool information. Azure CLI

Copy
az network nic ip-config update \
  --resource-group [sandbox resource group name] \
  --nic-name webNic1 \
  --name ipconfig1 \
  --lb-name myLoadBalancer \
  --lb-address-pools myBackEndPool

az network nic ip-config update \
  --resource-group [sandbox resource group name] \
  --nic-name webNic2 \
  --name ipconfig1 \
  --lb-name myLoadBalancer \
  --lb-address-pools myBackEndPool
Run the following command to get the load balancer's public IP address and your website's URL:

Azure CLI

Copy
echo http://$(az network public-ip show \
                --resource-group [sandbox resource group name] \
                --name myPublicIP \
                --query ipAddress \
                --output tsv)
Test the load balancer configuration
Let's test the load balancer setup to show how it can handle availability and health issues dynamically. In a new browser tab, go to the public IP address that you noted. A response from one of the virtual machines is displayed in the browser. Try a ""force refresh"" by pressing Ctrl+F5 a few times to see that the response is returned randomly from both virtual machines. On the Azure portal menu or from the Home page, select All resources.",What is the purpose of creating a health probe in an Azure load balancer configuration?,"The purpose of creating a health probe in an Azure load balancer configuration is to ensure that only healthy virtual machines receive traffic. The health probe checks the status of each virtual machine, and traffic is only directed to those that respond appropriately to the probe."
"Azure CLI

Copy
az network lb probe create \
  --resource-group [sandbox resource group name] \
  --lb-name myLoadBalancer \
  --name myHealthProbe \
  --protocol tcp \
  --port 80  
Now, you need a load balancer rule to define how traffic is distributed to the virtual machines. You define the front-end IP configuration for the incoming traffic and the back-end IP pool to receive the traffic, along with the required source and destination port. To make sure only healthy virtual machines receive traffic, you also define the health probe to use. Azure CLI

Copy
az network lb rule create \
  --resource-group [sandbox resource group name] \
  --lb-name myLoadBalancer \
  --name myHTTPRule \
  --protocol tcp \
  --frontend-port 80 \
  --backend-port 80 \
  --frontend-ip-name myFrontEndPool \
  --backend-pool-name myBackEndPool \
  --probe-name myHealthProbe
Connect the virtual machines to the back-end pool by updating the network interfaces you created in the script to use the back-end pool information. Azure CLI

Copy
az network nic ip-config update \
  --resource-group [sandbox resource group name] \
  --nic-name webNic1 \
  --name ipconfig1 \
  --lb-name myLoadBalancer \
  --lb-address-pools myBackEndPool

az network nic ip-config update \
  --resource-group [sandbox resource group name] \
  --nic-name webNic2 \
  --name ipconfig1 \
  --lb-name myLoadBalancer \
  --lb-address-pools myBackEndPool
Run the following command to get the load balancer's public IP address and your website's URL:

Azure CLI

Copy
echo http://$(az network public-ip show \
                --resource-group [sandbox resource group name] \
                --name myPublicIP \
                --query ipAddress \
                --output tsv)
Test the load balancer configuration
Let's test the load balancer setup to show how it can handle availability and health issues dynamically. In a new browser tab, go to the public IP address that you noted. A response from one of the virtual machines is displayed in the browser. Try a ""force refresh"" by pressing Ctrl+F5 a few times to see that the response is returned randomly from both virtual machines. On the Azure portal menu or from the Home page, select All resources.",How does the load balancer rule help in distributing traffic among virtual machines?,The load balancer rule helps in distributing traffic by defining the front-end IP configuration for incoming traffic and the back-end IP pool to receive the traffic. It specifies the source and destination ports and uses a health probe to ensure traffic is only sent to healthy virtual machines.
"Azure CLI

Copy
az network lb probe create \
  --resource-group [sandbox resource group name] \
  --lb-name myLoadBalancer \
  --name myHealthProbe \
  --protocol tcp \
  --port 80  
Now, you need a load balancer rule to define how traffic is distributed to the virtual machines. You define the front-end IP configuration for the incoming traffic and the back-end IP pool to receive the traffic, along with the required source and destination port. To make sure only healthy virtual machines receive traffic, you also define the health probe to use. Azure CLI

Copy
az network lb rule create \
  --resource-group [sandbox resource group name] \
  --lb-name myLoadBalancer \
  --name myHTTPRule \
  --protocol tcp \
  --frontend-port 80 \
  --backend-port 80 \
  --frontend-ip-name myFrontEndPool \
  --backend-pool-name myBackEndPool \
  --probe-name myHealthProbe
Connect the virtual machines to the back-end pool by updating the network interfaces you created in the script to use the back-end pool information. Azure CLI

Copy
az network nic ip-config update \
  --resource-group [sandbox resource group name] \
  --nic-name webNic1 \
  --name ipconfig1 \
  --lb-name myLoadBalancer \
  --lb-address-pools myBackEndPool

az network nic ip-config update \
  --resource-group [sandbox resource group name] \
  --nic-name webNic2 \
  --name ipconfig1 \
  --lb-name myLoadBalancer \
  --lb-address-pools myBackEndPool
Run the following command to get the load balancer's public IP address and your website's URL:

Azure CLI

Copy
echo http://$(az network public-ip show \
                --resource-group [sandbox resource group name] \
                --name myPublicIP \
                --query ipAddress \
                --output tsv)
Test the load balancer configuration
Let's test the load balancer setup to show how it can handle availability and health issues dynamically. In a new browser tab, go to the public IP address that you noted. A response from one of the virtual machines is displayed in the browser. Try a ""force refresh"" by pressing Ctrl+F5 a few times to see that the response is returned randomly from both virtual machines. On the Azure portal menu or from the Home page, select All resources.",Why is it important to update the network interface configurations for virtual machines in a load balancer setup?,Updating the network interface configurations for virtual machines is important in a load balancer setup because it connects the virtual machines to the back-end pool. This ensures that they can participate in the load balancing and receive incoming traffic according to the defined rules and health checks.
"Then select webVM1, and select Stop. Return to the tab that shows the website and force a refresh of the webpage. All requests are returned from webVM2. Next unit: Internal load balancer

5- Internal load balancer

In addition to balancing requests from users to front-end servers, you can use Azure Load Balancer to distribute traffic from front-end servers evenly among back-end servers. In your healthcare organization, front-end servers call business logic services hosted on a middle tier. You want to ensure that the middle tier is as scalable and resilient as the front end. You want to use a load balancer to distribute requests from the front-end servers evenly among the middle-tier servers. This way, you can scale out the middle-tier servers to achieve the highest capacity possible. You'll also ensure that the middle tier is resilient to failure. When a server fails, the load balancer automatically reroutes traffic to another server. Here, you learn how to use load balancers to distribute internal traffic. Configure an internal load balancer
In the healthcare-portal scenario, a web tier handles requests from users. The web tier connects to databases to retrieve data for users. The database tier is also deployed on two virtual machines. To allow the front-end web portal to continue to serve client requests if a database server fails, you can set up an internal load balancer to distribute traffic to the database servers. You can configure an internal load balancer in almost the same way as an external load balancer, but with these differences:

When you create the load balancer, select Internal for the Type value. When you select this setting, the load balancer's front-end IP address isn't exposed to the internet. Assign a private IP address instead of a public IP address for the load balancer's front end. Place the load balancer in the protected virtual network that contains the virtual machines you want to handle the requests. The internal load balancer should be visible only to the web tier. All the virtual machines that host the databases are in one subnet. You can use an internal load balancer to distribute traffic to those virtual machines. Diagram showing internal load balancer. Choose the distribution mode
In the healthcare portal, the application tier is stateless, so you don't need to use source IP affinity. You can use the default distribution mode of a five-tuple hash. This mode offers the greatest scalability and resilience. The load balancer routes traffic to any healthy server. Check your knowledge

1.",What is the main function of an internal load balancer in a healthcare organization as described in the text?,"The main function of an internal load balancer in a healthcare organization is to distribute requests from front-end servers evenly among middle-tier servers, ensuring scalability and resilience of the middle tier, similar to the front end. It helps to maintain service availability and handle server failures by rerouting traffic to healthy servers."
"Then select webVM1, and select Stop. Return to the tab that shows the website and force a refresh of the webpage. All requests are returned from webVM2. Next unit: Internal load balancer

5- Internal load balancer

In addition to balancing requests from users to front-end servers, you can use Azure Load Balancer to distribute traffic from front-end servers evenly among back-end servers. In your healthcare organization, front-end servers call business logic services hosted on a middle tier. You want to ensure that the middle tier is as scalable and resilient as the front end. You want to use a load balancer to distribute requests from the front-end servers evenly among the middle-tier servers. This way, you can scale out the middle-tier servers to achieve the highest capacity possible. You'll also ensure that the middle tier is resilient to failure. When a server fails, the load balancer automatically reroutes traffic to another server. Here, you learn how to use load balancers to distribute internal traffic. Configure an internal load balancer
In the healthcare-portal scenario, a web tier handles requests from users. The web tier connects to databases to retrieve data for users. The database tier is also deployed on two virtual machines. To allow the front-end web portal to continue to serve client requests if a database server fails, you can set up an internal load balancer to distribute traffic to the database servers. You can configure an internal load balancer in almost the same way as an external load balancer, but with these differences:

When you create the load balancer, select Internal for the Type value. When you select this setting, the load balancer's front-end IP address isn't exposed to the internet. Assign a private IP address instead of a public IP address for the load balancer's front end. Place the load balancer in the protected virtual network that contains the virtual machines you want to handle the requests. The internal load balancer should be visible only to the web tier. All the virtual machines that host the databases are in one subnet. You can use an internal load balancer to distribute traffic to those virtual machines. Diagram showing internal load balancer. Choose the distribution mode
In the healthcare portal, the application tier is stateless, so you don't need to use source IP affinity. You can use the default distribution mode of a five-tuple hash. This mode offers the greatest scalability and resilience. The load balancer routes traffic to any healthy server. Check your knowledge

1.",How does the configuration of an internal load balancer differ from an external load balancer?,"The configuration of an internal load balancer differs from an external load balancer in that it requires selecting 'Internal' for the Type value, using a private IP address instead of a public one, and placing the load balancer within a protected virtual network. It is visible only to the web tier and not exposed to the internet."
"Then select webVM1, and select Stop. Return to the tab that shows the website and force a refresh of the webpage. All requests are returned from webVM2. Next unit: Internal load balancer

5- Internal load balancer

In addition to balancing requests from users to front-end servers, you can use Azure Load Balancer to distribute traffic from front-end servers evenly among back-end servers. In your healthcare organization, front-end servers call business logic services hosted on a middle tier. You want to ensure that the middle tier is as scalable and resilient as the front end. You want to use a load balancer to distribute requests from the front-end servers evenly among the middle-tier servers. This way, you can scale out the middle-tier servers to achieve the highest capacity possible. You'll also ensure that the middle tier is resilient to failure. When a server fails, the load balancer automatically reroutes traffic to another server. Here, you learn how to use load balancers to distribute internal traffic. Configure an internal load balancer
In the healthcare-portal scenario, a web tier handles requests from users. The web tier connects to databases to retrieve data for users. The database tier is also deployed on two virtual machines. To allow the front-end web portal to continue to serve client requests if a database server fails, you can set up an internal load balancer to distribute traffic to the database servers. You can configure an internal load balancer in almost the same way as an external load balancer, but with these differences:

When you create the load balancer, select Internal for the Type value. When you select this setting, the load balancer's front-end IP address isn't exposed to the internet. Assign a private IP address instead of a public IP address for the load balancer's front end. Place the load balancer in the protected virtual network that contains the virtual machines you want to handle the requests. The internal load balancer should be visible only to the web tier. All the virtual machines that host the databases are in one subnet. You can use an internal load balancer to distribute traffic to those virtual machines. Diagram showing internal load balancer. Choose the distribution mode
In the healthcare portal, the application tier is stateless, so you don't need to use source IP affinity. You can use the default distribution mode of a five-tuple hash. This mode offers the greatest scalability and resilience. The load balancer routes traffic to any healthy server. Check your knowledge

1.",Why is the default distribution mode of a five-tuple hash recommended for the healthcare portal's application tier?,"The default distribution mode of a five-tuple hash is recommended for the healthcare portal's application tier because the application is stateless, which eliminates the need for source IP affinity. This mode provides the greatest scalability and resilience, allowing traffic to be routed to any healthy server."
"Which configuration is required to configure an internal load balancer? Virtual machines must be in the same virtual network. Virtual machines must be publicly accessible. Virtual machines must be in an availability set. 2. Which one of the following statements about external load balancers is correct? They have a private, front-facing IP address. They don't have a listener IP address. They have a public IP address. Summary

In this module, you learned about Azure Load Balancer and how you can use Load Balancer to minimize the effect of failures and increase resilience and stability. You used this knowledge to create a resilient healthcare portal that can adapt to meet the application requirements of session affinity. You learned how to group virtual machines behind a load balancer to increase availability. By implementing the load balancer in the healthcare portal scenario, you learned about the differences between an internal and an external load balancer. You also discovered how you can configure a load balancer to provide availability across datacenters by using availability zones. Clean up
The sandbox automatically cleans up your resources when you're finished with this module. When you're working in your own subscription, it's a good idea at the end of a project to identify whether you still need the resources you created. Resources that you leave running can cost you money. You can delete resources individually or delete the resource group to delete the entire set of resources. Learn more
Azure Load Balance documentation
What is Azure Load Balancer? Quickstart: Create a public load balancer to load balance VMs using the Azure portal
Quickstart: Create an internal load balancer to load balance VMs using the Azure portal
What are Azure regions and availability zones? Azure Administrator Associate

Chapter 4: Implement and manage storage in Azure

Modules in this learning path

Configure storage accounts

Learn how to configure storage accounts, including replication and endpoints. Configure Azure Blob Storage

Learn how to configure Configure Azure Blob Storage, including tiers and object replication. Configure Azure Storage security

Learn how to configure common Azure Storage security features like storage access signatures. Configure Azure Files and Azure File Sync

Learn how to configure Azure Files and Azure File Sync. Create an Azure Storage account

Create an Azure Storage account with the correct options for your business needs. Control access to Azure Storage with shared access signatures

Grant access to data stored in your Azure Storage accounts securely by using shared access signatures. Upload, download, and manage data with Azure Storage Explorer

Azure Storage Explorer allows you to quickly view all the storage services under your account.",What configuration is necessary to set up an internal load balancer in Azure?,"To configure an internal load balancer in Azure, virtual machines must be in the same virtual network and in an availability set. They do not need to be publicly accessible."
"Which configuration is required to configure an internal load balancer? Virtual machines must be in the same virtual network. Virtual machines must be publicly accessible. Virtual machines must be in an availability set. 2. Which one of the following statements about external load balancers is correct? They have a private, front-facing IP address. They don't have a listener IP address. They have a public IP address. Summary

In this module, you learned about Azure Load Balancer and how you can use Load Balancer to minimize the effect of failures and increase resilience and stability. You used this knowledge to create a resilient healthcare portal that can adapt to meet the application requirements of session affinity. You learned how to group virtual machines behind a load balancer to increase availability. By implementing the load balancer in the healthcare portal scenario, you learned about the differences between an internal and an external load balancer. You also discovered how you can configure a load balancer to provide availability across datacenters by using availability zones. Clean up
The sandbox automatically cleans up your resources when you're finished with this module. When you're working in your own subscription, it's a good idea at the end of a project to identify whether you still need the resources you created. Resources that you leave running can cost you money. You can delete resources individually or delete the resource group to delete the entire set of resources. Learn more
Azure Load Balance documentation
What is Azure Load Balancer? Quickstart: Create a public load balancer to load balance VMs using the Azure portal
Quickstart: Create an internal load balancer to load balance VMs using the Azure portal
What are Azure regions and availability zones? Azure Administrator Associate

Chapter 4: Implement and manage storage in Azure

Modules in this learning path

Configure storage accounts

Learn how to configure storage accounts, including replication and endpoints. Configure Azure Blob Storage

Learn how to configure Configure Azure Blob Storage, including tiers and object replication. Configure Azure Storage security

Learn how to configure common Azure Storage security features like storage access signatures. Configure Azure Files and Azure File Sync

Learn how to configure Azure Files and Azure File Sync. Create an Azure Storage account

Create an Azure Storage account with the correct options for your business needs. Control access to Azure Storage with shared access signatures

Grant access to data stored in your Azure Storage accounts securely by using shared access signatures. Upload, download, and manage data with Azure Storage Explorer

Azure Storage Explorer allows you to quickly view all the storage services under your account.",What distinguishes an external load balancer from an internal load balancer in terms of IP address?,"An external load balancer has a public IP address, while an internal load balancer is typically associated with a private, front-facing IP address."
"Which configuration is required to configure an internal load balancer? Virtual machines must be in the same virtual network. Virtual machines must be publicly accessible. Virtual machines must be in an availability set. 2. Which one of the following statements about external load balancers is correct? They have a private, front-facing IP address. They don't have a listener IP address. They have a public IP address. Summary

In this module, you learned about Azure Load Balancer and how you can use Load Balancer to minimize the effect of failures and increase resilience and stability. You used this knowledge to create a resilient healthcare portal that can adapt to meet the application requirements of session affinity. You learned how to group virtual machines behind a load balancer to increase availability. By implementing the load balancer in the healthcare portal scenario, you learned about the differences between an internal and an external load balancer. You also discovered how you can configure a load balancer to provide availability across datacenters by using availability zones. Clean up
The sandbox automatically cleans up your resources when you're finished with this module. When you're working in your own subscription, it's a good idea at the end of a project to identify whether you still need the resources you created. Resources that you leave running can cost you money. You can delete resources individually or delete the resource group to delete the entire set of resources. Learn more
Azure Load Balance documentation
What is Azure Load Balancer? Quickstart: Create a public load balancer to load balance VMs using the Azure portal
Quickstart: Create an internal load balancer to load balance VMs using the Azure portal
What are Azure regions and availability zones? Azure Administrator Associate

Chapter 4: Implement and manage storage in Azure

Modules in this learning path

Configure storage accounts

Learn how to configure storage accounts, including replication and endpoints. Configure Azure Blob Storage

Learn how to configure Configure Azure Blob Storage, including tiers and object replication. Configure Azure Storage security

Learn how to configure common Azure Storage security features like storage access signatures. Configure Azure Files and Azure File Sync

Learn how to configure Azure Files and Azure File Sync. Create an Azure Storage account

Create an Azure Storage account with the correct options for your business needs. Control access to Azure Storage with shared access signatures

Grant access to data stored in your Azure Storage accounts securely by using shared access signatures. Upload, download, and manage data with Azure Storage Explorer

Azure Storage Explorer allows you to quickly view all the storage services under your account.",What is a recommended practice when managing resources in your own Azure subscription after completing a project?,"It is recommended to identify and assess whether you still need the resources created during a project. Unnecessary resources should be deleted to avoid incurring additional costs, either individually or by deleting the entire resource group."
"You can browse through, read, and edit data stored in those services through a user-friendly graphical interface. Point 1: Configure storage accounts

Learn how to configure storage accounts, including replication and endpoints. Learning objectives
In this module, you learn how to:

Identify features and usage cases for Azure storage accounts. Select between different types of Azure Storage and create storage accounts. Select a storage replication strategy. Configure secure network access to storage endpoints. 1- Introduction

Azure Storage is Microsoft's cloud storage solution for modern data storage scenarios. Suppose you work for a large e-commerce company that needs to store and serve a vast number of product images to its customers. The company wants a scalable and reliable solution that can handle high traffic and ensure data durability. They want to quickly restore data if there's an outage. In this module, you learn how to configure storage accounts and select appropriate storage types in Azure. The module covers topics such as implementing replication strategies, and configuring secure access to storage. The goal of this module is to provide Azure Administrators with the knowledge and skills to effectively configure and manage Azure storage accounts. Learning objectives
In this module, you learn how to:

Identify features and usage cases for Azure storage accounts. Select between different types of Azure Storage and create storage accounts. Select a storage replication strategy. Configure secure network access to storage endpoints. Skills measured
The content in the module helps you prepare for Exam AZ-104: Microsoft Azure Administrator. Prerequisites
Experience with the Azure portal. Familiarity with managing different types of data storage. Next unit: Implement Azure Storage

2- Implement Azure Storage

Azure Storage is Microsoft's cloud storage solution for modern data storage scenarios. Azure Storage offers a massively scalable object store for data objects. It provides a file system service for the cloud, a messaging store for reliable messaging, and a NoSQL store. Azure Storage is a service that you can use to store files, messages, tables, and other types of information. You use Azure Storage for applications like file shares. Developers use Azure Storage for working data. Working data includes websites, mobile apps, and desktop applications. Azure Storage is also used by IaaS virtual machines, and PaaS cloud services. Things to know about Azure Storage
You can think of Azure Storage as supporting three categories of data: structured data, unstructured data, and virtual machine data. Review the following categories and think about which types of storage are used in your organization.",What are the key learning objectives of the module on configuring Azure storage accounts?,"The key learning objectives include identifying features and usage cases for Azure storage accounts, selecting different types of Azure Storage to create storage accounts, choosing a storage replication strategy, and configuring secure network access to storage endpoints."
"You can browse through, read, and edit data stored in those services through a user-friendly graphical interface. Point 1: Configure storage accounts

Learn how to configure storage accounts, including replication and endpoints. Learning objectives
In this module, you learn how to:

Identify features and usage cases for Azure storage accounts. Select between different types of Azure Storage and create storage accounts. Select a storage replication strategy. Configure secure network access to storage endpoints. 1- Introduction

Azure Storage is Microsoft's cloud storage solution for modern data storage scenarios. Suppose you work for a large e-commerce company that needs to store and serve a vast number of product images to its customers. The company wants a scalable and reliable solution that can handle high traffic and ensure data durability. They want to quickly restore data if there's an outage. In this module, you learn how to configure storage accounts and select appropriate storage types in Azure. The module covers topics such as implementing replication strategies, and configuring secure access to storage. The goal of this module is to provide Azure Administrators with the knowledge and skills to effectively configure and manage Azure storage accounts. Learning objectives
In this module, you learn how to:

Identify features and usage cases for Azure storage accounts. Select between different types of Azure Storage and create storage accounts. Select a storage replication strategy. Configure secure network access to storage endpoints. Skills measured
The content in the module helps you prepare for Exam AZ-104: Microsoft Azure Administrator. Prerequisites
Experience with the Azure portal. Familiarity with managing different types of data storage. Next unit: Implement Azure Storage

2- Implement Azure Storage

Azure Storage is Microsoft's cloud storage solution for modern data storage scenarios. Azure Storage offers a massively scalable object store for data objects. It provides a file system service for the cloud, a messaging store for reliable messaging, and a NoSQL store. Azure Storage is a service that you can use to store files, messages, tables, and other types of information. You use Azure Storage for applications like file shares. Developers use Azure Storage for working data. Working data includes websites, mobile apps, and desktop applications. Azure Storage is also used by IaaS virtual machines, and PaaS cloud services. Things to know about Azure Storage
You can think of Azure Storage as supporting three categories of data: structured data, unstructured data, and virtual machine data. Review the following categories and think about which types of storage are used in your organization.",How does Azure Storage support modern data storage scenarios?,"Azure Storage supports modern data storage scenarios by offering a massively scalable object store for data objects, a file system service for the cloud, a messaging store for reliable messaging, and a NoSQL store. It is used for storing files, messages, tables, and other types of information."
"You can browse through, read, and edit data stored in those services through a user-friendly graphical interface. Point 1: Configure storage accounts

Learn how to configure storage accounts, including replication and endpoints. Learning objectives
In this module, you learn how to:

Identify features and usage cases for Azure storage accounts. Select between different types of Azure Storage and create storage accounts. Select a storage replication strategy. Configure secure network access to storage endpoints. 1- Introduction

Azure Storage is Microsoft's cloud storage solution for modern data storage scenarios. Suppose you work for a large e-commerce company that needs to store and serve a vast number of product images to its customers. The company wants a scalable and reliable solution that can handle high traffic and ensure data durability. They want to quickly restore data if there's an outage. In this module, you learn how to configure storage accounts and select appropriate storage types in Azure. The module covers topics such as implementing replication strategies, and configuring secure access to storage. The goal of this module is to provide Azure Administrators with the knowledge and skills to effectively configure and manage Azure storage accounts. Learning objectives
In this module, you learn how to:

Identify features and usage cases for Azure storage accounts. Select between different types of Azure Storage and create storage accounts. Select a storage replication strategy. Configure secure network access to storage endpoints. Skills measured
The content in the module helps you prepare for Exam AZ-104: Microsoft Azure Administrator. Prerequisites
Experience with the Azure portal. Familiarity with managing different types of data storage. Next unit: Implement Azure Storage

2- Implement Azure Storage

Azure Storage is Microsoft's cloud storage solution for modern data storage scenarios. Azure Storage offers a massively scalable object store for data objects. It provides a file system service for the cloud, a messaging store for reliable messaging, and a NoSQL store. Azure Storage is a service that you can use to store files, messages, tables, and other types of information. You use Azure Storage for applications like file shares. Developers use Azure Storage for working data. Working data includes websites, mobile apps, and desktop applications. Azure Storage is also used by IaaS virtual machines, and PaaS cloud services. Things to know about Azure Storage
You can think of Azure Storage as supporting three categories of data: structured data, unstructured data, and virtual machine data. Review the following categories and think about which types of storage are used in your organization.",What are the prerequisites for understanding and implementing Azure Storage configurations?,"The prerequisites include experience with the Azure portal and familiarity with managing different types of data storage. This knowledge helps prepare individuals for effectively configuring and managing Azure storage accounts, as well as for Exam AZ-104: Microsoft Azure Administrator."
"Category	Description	Storage examples
Virtual machine data	Virtual machine data storage includes disks and files. Disks are persistent block storage for Azure IaaS virtual machines. Files are fully managed file shares in the cloud. Storage for virtual machine data is provided through Azure managed disks. Data disks are used by virtual machines to store data like database files, website static content, or custom application code. The number of data disks you can add depends on the virtual machine size. Each data disk has a maximum capacity of 32,767 GB. Unstructured data	Unstructured data is the least organized. Unstructured data may not have a clear relationship. The format of unstructured data is referred to as nonrelational. Unstructured data can be stored by using Azure Blob Storage and Azure Data Lake Storage. Blob Storage is a highly scalable, REST-based cloud object store. Azure Data Lake Storage is the Hadoop Distributed File System (HDFS) as a service. Structured data	Structured data is stored in a relational format that has a shared schema. Structured data is often contained in a database table with rows, columns, and keys. Tables are an autoscaling NoSQL store. Structured data can be stored by using Azure Table Storage, Azure Cosmos DB, and Azure SQL Database. Azure Cosmos DB is a globally distributed database service. Azure SQL Database is a fully managed database-as-a-service built on SQL. How to create a storage account

Storage account tiers
General purpose Azure storage accounts have two tiers: Standard and Premium. Standard storage accounts are backed by magnetic hard disk drives (HDD). A standard storage account provides the lowest cost per GB. You can use Standard tier storage for applications that require bulk storage or where data is infrequently accessed. Premium storage accounts are backed by solid-state drives (SSD) and offer consistent low-latency performance. You can use Premium tier storage for Azure virtual machine disks with I/O-intensive applications like databases. Note

You can't convert a Standard tier storage account to a Premium tier storage account or vice versa. You must create a new storage account with the desired type and copy data, if applicable, to a new storage account. Things to consider when using Azure Storage
As you think about your configuration plan for Azure Storage, consider these prominent features. Consider durability and availability. Azure Storage is durable and highly available. Redundancy ensures your data is safe during transient hardware failures. You replicate data across datacenters or geographical regions for protection from local catastrophe or natural disaster. Replicated data remains highly available during an unexpected outage.",What are the main differences between Standard and Premium Azure storage account tiers?,"The main differences between Standard and Premium Azure storage account tiers are in performance and cost. Standard storage accounts are backed by magnetic hard disk drives (HDD) and provide the lowest cost per GB, suitable for applications requiring bulk storage or infrequent access. Premium storage accounts, on the other hand, are backed by solid-state drives (SSD) and offer consistent low-latency performance, making them ideal for I/O-intensive applications like databases."
"Category	Description	Storage examples
Virtual machine data	Virtual machine data storage includes disks and files. Disks are persistent block storage for Azure IaaS virtual machines. Files are fully managed file shares in the cloud. Storage for virtual machine data is provided through Azure managed disks. Data disks are used by virtual machines to store data like database files, website static content, or custom application code. The number of data disks you can add depends on the virtual machine size. Each data disk has a maximum capacity of 32,767 GB. Unstructured data	Unstructured data is the least organized. Unstructured data may not have a clear relationship. The format of unstructured data is referred to as nonrelational. Unstructured data can be stored by using Azure Blob Storage and Azure Data Lake Storage. Blob Storage is a highly scalable, REST-based cloud object store. Azure Data Lake Storage is the Hadoop Distributed File System (HDFS) as a service. Structured data	Structured data is stored in a relational format that has a shared schema. Structured data is often contained in a database table with rows, columns, and keys. Tables are an autoscaling NoSQL store. Structured data can be stored by using Azure Table Storage, Azure Cosmos DB, and Azure SQL Database. Azure Cosmos DB is a globally distributed database service. Azure SQL Database is a fully managed database-as-a-service built on SQL. How to create a storage account

Storage account tiers
General purpose Azure storage accounts have two tiers: Standard and Premium. Standard storage accounts are backed by magnetic hard disk drives (HDD). A standard storage account provides the lowest cost per GB. You can use Standard tier storage for applications that require bulk storage or where data is infrequently accessed. Premium storage accounts are backed by solid-state drives (SSD) and offer consistent low-latency performance. You can use Premium tier storage for Azure virtual machine disks with I/O-intensive applications like databases. Note

You can't convert a Standard tier storage account to a Premium tier storage account or vice versa. You must create a new storage account with the desired type and copy data, if applicable, to a new storage account. Things to consider when using Azure Storage
As you think about your configuration plan for Azure Storage, consider these prominent features. Consider durability and availability. Azure Storage is durable and highly available. Redundancy ensures your data is safe during transient hardware failures. You replicate data across datacenters or geographical regions for protection from local catastrophe or natural disaster. Replicated data remains highly available during an unexpected outage.",How does Azure ensure the durability and availability of data stored in its storage services?,Azure ensures the durability and availability of data stored in its storage services through redundancy. Data is replicated across datacenters or geographical regions to protect against local catastrophes or natural disasters. This replication ensures that data remains highly available even during unexpected outages or transient hardware failures.
