Text Chunk,Generated Question,Generated Answer
"00:00:00 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
daemon     1035      1  0 13:35 ? 00:00:00 /usr/sbin/atd -f
root       1037      1  0 13:35 ? 00:00:00 /usr/bin/python3 -u /usr/sbin/waagent -daemon
root       1039      1  0 13:35 ? 00:00:00 /usr/lib/linux-tools/4.18.0-1018-azure/hv_vss_daemon -n
azureus+  52477  50702  0 23:28 pts/0    00:00:00 grep --color=auto daemon
You can also use files as input. By default, standard input comes from the keyboard, but it too can be redirected. To get input from a file instead of the keyboard, use the < operator. One common sysadmin task is to sort the contents of a file. As the name suggests, sort sorts text in alphabetical order:

Bash

Copy
sort < file.txt
To save the sorted results to a new file, you can redirect input and output:

Bash

Copy
sort < file.txt > sorted_file.txt
You can use I/O operators to chain Linux commands as needed. Consider the following command:

Bash

Copy
cat file.txt | fmt | pr | lpr
The output from cat goes to fmt, the output from fmt goes to pr, and so on. fmt formats the results into a tidy paragraph. pr paginates the results. And lpr sends the paginated output to the printer. All in a single line! Next unit: Exercise - Try Bash

5- Exercise - Try Bash

On your own Linux computer, you can run Bash commands locally. If you have access to Linux servers, you can remote in to them and run Bash commands there. But nobody wants to experiment on a live production system, particularly on their first day at Northwind. In this unit, you'll use Azure Cloud Shell on the right as your Linux terminal. Azure Cloud Shell is a shell you can access through the Azure portal or at https://shell.azure.com. You don't have to install anything on your PC or laptop to use it.",What is Azure Cloud Shell and how can it be accessed?,Azure Cloud Shell is a shell environment that can be accessed through the Azure portal or at https://shell.azure.com. It allows users to run Bash commands without needing to install anything on their PC or laptop.
"Familiarize yourself with Cloud Shell
First, let's explore what's in Cloud Shell by using the Bash commands we've learned. Use the ls command to list all files and subdirectories in the current directory:

Bash

Copy
ls
You should see output that looks similar to this:

Output

Copy
yourname@Azure:~$ ls
clouddrive
clouddrive is a subdirectory of your current directory. It's a mounted file share that persists if you're using Cloud Shell on your own account. Right now, you're using it on the Microsoft Learn sandbox. But wait, what is the current directory? Let's use the pwd command to find out. pwd stands for ""print working directory."" It prints out the long-form path to what directory you're in now. Bash

Copy
pwd
You should see an output like this:

Output

Copy
yourname@Azure:~$ pwd
/home/yourname
This output means that you're in a directory called yourname within a directory called home, at the root of the Linux file system. There doesn't appear to be much in our current directory. Let's use a Bash flag to print all hidden files and directories to double check that's correct. Bash

Copy
ls -a
Whoa! That output showed us a lot more stuff in this directory than we initially thought. Output

Copy
yourname@Azure:~$ ls -a
. ..  .azure  .bash_history  .bash_logout  .bashrc  clouddrive  .profile  .tmux.conf  .viminfo
What were all of those files and subdirectories? Some are behind-the-scenes files to make Cloud Shell work. Let's discuss a few of the others. . refers to your current directory, and .. refers to your parent directory. Wherever you are, if you print all hidden files and directories, you'll see . and .. printed. .bash_history is a special Bash file where all commands that you enter into the shell are stored. Bash remembers your command history, which, as we'll see later, is useful. .bash_logout is another special Bash file that is read and run every time a login shell exists. Linux superusers can modify it to customize your environment. .bashrc is an important Bash configuration file that runs whenever you start a new shell. If you decide to open this file to look at it, be careful about making changes, because they can have unintended consequences.",What is the purpose of the clouddrive subdirectory in Cloud Shell?,The clouddrive subdirectory is a mounted file share that persists when using Cloud Shell on your own account. It acts as a persistent storage space for your files and data within Cloud Shell.
"Familiarize yourself with Cloud Shell
First, let's explore what's in Cloud Shell by using the Bash commands we've learned. Use the ls command to list all files and subdirectories in the current directory:

Bash

Copy
ls
You should see output that looks similar to this:

Output

Copy
yourname@Azure:~$ ls
clouddrive
clouddrive is a subdirectory of your current directory. It's a mounted file share that persists if you're using Cloud Shell on your own account. Right now, you're using it on the Microsoft Learn sandbox. But wait, what is the current directory? Let's use the pwd command to find out. pwd stands for ""print working directory."" It prints out the long-form path to what directory you're in now. Bash

Copy
pwd
You should see an output like this:

Output

Copy
yourname@Azure:~$ pwd
/home/yourname
This output means that you're in a directory called yourname within a directory called home, at the root of the Linux file system. There doesn't appear to be much in our current directory. Let's use a Bash flag to print all hidden files and directories to double check that's correct. Bash

Copy
ls -a
Whoa! That output showed us a lot more stuff in this directory than we initially thought. Output

Copy
yourname@Azure:~$ ls -a
. ..  .azure  .bash_history  .bash_logout  .bashrc  clouddrive  .profile  .tmux.conf  .viminfo
What were all of those files and subdirectories? Some are behind-the-scenes files to make Cloud Shell work. Let's discuss a few of the others. . refers to your current directory, and .. refers to your parent directory. Wherever you are, if you print all hidden files and directories, you'll see . and .. printed. .bash_history is a special Bash file where all commands that you enter into the shell are stored. Bash remembers your command history, which, as we'll see later, is useful. .bash_logout is another special Bash file that is read and run every time a login shell exists. Linux superusers can modify it to customize your environment. .bashrc is an important Bash configuration file that runs whenever you start a new shell. If you decide to open this file to look at it, be careful about making changes, because they can have unintended consequences.",What does the pwd command do in a Bash environment?,"The pwd command stands for ""print working directory."" It outputs the full path of the current directory you are working in, helping you understand your location within the file system."
"Familiarize yourself with Cloud Shell
First, let's explore what's in Cloud Shell by using the Bash commands we've learned. Use the ls command to list all files and subdirectories in the current directory:

Bash

Copy
ls
You should see output that looks similar to this:

Output

Copy
yourname@Azure:~$ ls
clouddrive
clouddrive is a subdirectory of your current directory. It's a mounted file share that persists if you're using Cloud Shell on your own account. Right now, you're using it on the Microsoft Learn sandbox. But wait, what is the current directory? Let's use the pwd command to find out. pwd stands for ""print working directory."" It prints out the long-form path to what directory you're in now. Bash

Copy
pwd
You should see an output like this:

Output

Copy
yourname@Azure:~$ pwd
/home/yourname
This output means that you're in a directory called yourname within a directory called home, at the root of the Linux file system. There doesn't appear to be much in our current directory. Let's use a Bash flag to print all hidden files and directories to double check that's correct. Bash

Copy
ls -a
Whoa! That output showed us a lot more stuff in this directory than we initially thought. Output

Copy
yourname@Azure:~$ ls -a
. ..  .azure  .bash_history  .bash_logout  .bashrc  clouddrive  .profile  .tmux.conf  .viminfo
What were all of those files and subdirectories? Some are behind-the-scenes files to make Cloud Shell work. Let's discuss a few of the others. . refers to your current directory, and .. refers to your parent directory. Wherever you are, if you print all hidden files and directories, you'll see . and .. printed. .bash_history is a special Bash file where all commands that you enter into the shell are stored. Bash remembers your command history, which, as we'll see later, is useful. .bash_logout is another special Bash file that is read and run every time a login shell exists. Linux superusers can modify it to customize your environment. .bashrc is an important Bash configuration file that runs whenever you start a new shell. If you decide to open this file to look at it, be careful about making changes, because they can have unintended consequences.",What is the function of the .bashrc file in a Linux environment?,"The .bashrc file is a Bash configuration file that executes whenever a new shell is started. It can be modified to customize the shell environment, but caution is advised as changes can lead to unintended consequences."
"Recall your history and autocomplete commands
When you're entering complicated commands like this one, it's easy to make a mistake:

Bash

Copy
ls -a .azure/commands/202? *.log
Fortunately, Bash offers a couple pieces of functionality to help you. Recalling previous commands
Try entering this command that has a typo (203? instead of 202? ):

Bash

Copy
ls -a .azure/commands/203? *.log
You should see this output letting you know that there weren't any files that matched that pattern:

Output

Copy
ls: cannot access '.azure/commands/203? *.log': No such file or directory
Rather than entering the whole thing again to correct your mistake, you can recall previously entered commands by using the Up arrow and Down arrow keys. Try using the Up arrow key to bring back your incorrect command. Then use the Left arrow key to fix it by replacing the final 3 with a 2. Select Enter again to submit the corrected command. Using the Up arrow key multiple times in a row will move you back multiple commands. Use the Down arrow key to move to later commands. Now you should see something like the following output. It lets you know that your command worked correctly to list files that matched the given pattern. Output

Copy
.azure/commands/2020-01-29.21-56-35.login.103.log
.azure/commands/2020-01-29.21-56-38.account_set.112.log
Autocompletion
Let's say you want to read the contents of one of the files that you just found. You can use the cat (short for ""catenate"") command to print the contents of a file to the screen. To use this command, you could use the full file name, such as:

Bash

Copy
cat .azure/commands/2020-01-29.21-56-35.login.103.log
But that's a lot to type, and very error prone. Instead, you can use Bash's rudimentary autocompletion to do most of the work for you. Try typing:

Bash

Copy
cat .a
Then select the Tab key. What happens? You should see the rest of the word ""azure/"" appear in your command:

Bash

Copy
cat .azure/
Keep typing the beginnings of words and using Tab to autocomplete. Keep in mind that if there's an ambiguity, Bash will not fill in anything.",How can you correct a command typo in Bash without retyping the entire command?,"You can correct a command typo in Bash by using the Up arrow key to recall the incorrect command, and then use the Left arrow key to navigate and fix the typo. After correcting the mistake, you can press Enter to execute the corrected command."
"Recall your history and autocomplete commands
When you're entering complicated commands like this one, it's easy to make a mistake:

Bash

Copy
ls -a .azure/commands/202? *.log
Fortunately, Bash offers a couple pieces of functionality to help you. Recalling previous commands
Try entering this command that has a typo (203? instead of 202? ):

Bash

Copy
ls -a .azure/commands/203? *.log
You should see this output letting you know that there weren't any files that matched that pattern:

Output

Copy
ls: cannot access '.azure/commands/203? *.log': No such file or directory
Rather than entering the whole thing again to correct your mistake, you can recall previously entered commands by using the Up arrow and Down arrow keys. Try using the Up arrow key to bring back your incorrect command. Then use the Left arrow key to fix it by replacing the final 3 with a 2. Select Enter again to submit the corrected command. Using the Up arrow key multiple times in a row will move you back multiple commands. Use the Down arrow key to move to later commands. Now you should see something like the following output. It lets you know that your command worked correctly to list files that matched the given pattern. Output

Copy
.azure/commands/2020-01-29.21-56-35.login.103.log
.azure/commands/2020-01-29.21-56-38.account_set.112.log
Autocompletion
Let's say you want to read the contents of one of the files that you just found. You can use the cat (short for ""catenate"") command to print the contents of a file to the screen. To use this command, you could use the full file name, such as:

Bash

Copy
cat .azure/commands/2020-01-29.21-56-35.login.103.log
But that's a lot to type, and very error prone. Instead, you can use Bash's rudimentary autocompletion to do most of the work for you. Try typing:

Bash

Copy
cat .a
Then select the Tab key. What happens? You should see the rest of the word ""azure/"" appear in your command:

Bash

Copy
cat .azure/
Keep typing the beginnings of words and using Tab to autocomplete. Keep in mind that if there's an ambiguity, Bash will not fill in anything.",What functionality does Bash provide to help reduce errors when typing long file paths or commands?,"Bash provides autocompletion functionality that allows you to type the beginning of a file path or command and then press the Tab key to automatically fill in the rest of the word, reducing errors and saving time."
"Recall your history and autocomplete commands
When you're entering complicated commands like this one, it's easy to make a mistake:

Bash

Copy
ls -a .azure/commands/202? *.log
Fortunately, Bash offers a couple pieces of functionality to help you. Recalling previous commands
Try entering this command that has a typo (203? instead of 202? ):

Bash

Copy
ls -a .azure/commands/203? *.log
You should see this output letting you know that there weren't any files that matched that pattern:

Output

Copy
ls: cannot access '.azure/commands/203? *.log': No such file or directory
Rather than entering the whole thing again to correct your mistake, you can recall previously entered commands by using the Up arrow and Down arrow keys. Try using the Up arrow key to bring back your incorrect command. Then use the Left arrow key to fix it by replacing the final 3 with a 2. Select Enter again to submit the corrected command. Using the Up arrow key multiple times in a row will move you back multiple commands. Use the Down arrow key to move to later commands. Now you should see something like the following output. It lets you know that your command worked correctly to list files that matched the given pattern. Output

Copy
.azure/commands/2020-01-29.21-56-35.login.103.log
.azure/commands/2020-01-29.21-56-38.account_set.112.log
Autocompletion
Let's say you want to read the contents of one of the files that you just found. You can use the cat (short for ""catenate"") command to print the contents of a file to the screen. To use this command, you could use the full file name, such as:

Bash

Copy
cat .azure/commands/2020-01-29.21-56-35.login.103.log
But that's a lot to type, and very error prone. Instead, you can use Bash's rudimentary autocompletion to do most of the work for you. Try typing:

Bash

Copy
cat .a
Then select the Tab key. What happens? You should see the rest of the word ""azure/"" appear in your command:

Bash

Copy
cat .azure/
Keep typing the beginnings of words and using Tab to autocomplete. Keep in mind that if there's an ambiguity, Bash will not fill in anything.",What happens if there is an ambiguity when using Bash's autocompletion feature?,"If there is an ambiguity when using Bash's autocompletion feature, Bash will not fill in anything, as it requires more specific input to determine the correct completion."
"You can select Tab twice to have Bash print out all the files and directories in a given path that match the letters you've typed already. Play around until you've gotten to a real .log file in the command directory. Then select Enter to use the cat command to print its contents to screen. It might look something like this:

Output

Copy
CMD-LOG-LINE-BEGIN 103 | 2020-01-29 21:56:35,426 | INFO | az_command_data_logger | command args: login --identity
CMD-LOG-LINE-BEGIN 103 | 2020-01-29 21:56:37,604 | INFO | az_command_data_logger | exit code: 0
Keep in mind that if you've typed an incorrect letter already, Bash will not be able to correctly guess what letter you meant to type. Use man
We just used the cat command, but you don't know much about it yet. Practice man to bring up more information about the cat command. Enter the following command to understand more about what cat is and how to use it:

Bash

Copy
man cat
Yes, you entered ""man cat"" into your shell. Bash commands can be both cryptic and amusing! You should see an output like this:

Output

Copy
CAT(1)                                       User Commands                                       CAT(1)

NAME
       cat - concatenate files and print on the standard output

SYNOPSIS
       cat [OPTION]... [FILE]... DESCRIPTION
       Concatenate FILE(s) to standard output. With no FILE, or when FILE is -, read standard input. -A, --show-all
              equivalent to -vET

       -b, --number-nonblank
              number nonempty output lines, overrides -n

       -e     equivalent to -vE

...
Use up and down arrows to scroll through the manual page, and enter q to exit. Change directories
Let's practice one more basic Bash command: cd. While using the shell, you're always sitting inside a directory—just like a folder on your PC or Mac. To change folders, you use the cd (change directory) command. It's simple, but let's get some practice. First, enter this command to make sure you're in the right place:

Bash

Copy
cd ~
This command moved you back to your special home directory in the shell, if you weren't already there.","What is the purpose of using the Tab key twice in Bash, and how does it assist in navigating directories?","Pressing the Tab key twice in Bash allows the shell to autocomplete file and directory names based on the letters you have started typing. This feature helps users navigate directories more efficiently by listing all available files and directories that match the typed characters, reducing the chance of typing errors."
"You can select Tab twice to have Bash print out all the files and directories in a given path that match the letters you've typed already. Play around until you've gotten to a real .log file in the command directory. Then select Enter to use the cat command to print its contents to screen. It might look something like this:

Output

Copy
CMD-LOG-LINE-BEGIN 103 | 2020-01-29 21:56:35,426 | INFO | az_command_data_logger | command args: login --identity
CMD-LOG-LINE-BEGIN 103 | 2020-01-29 21:56:37,604 | INFO | az_command_data_logger | exit code: 0
Keep in mind that if you've typed an incorrect letter already, Bash will not be able to correctly guess what letter you meant to type. Use man
We just used the cat command, but you don't know much about it yet. Practice man to bring up more information about the cat command. Enter the following command to understand more about what cat is and how to use it:

Bash

Copy
man cat
Yes, you entered ""man cat"" into your shell. Bash commands can be both cryptic and amusing! You should see an output like this:

Output

Copy
CAT(1)                                       User Commands                                       CAT(1)

NAME
       cat - concatenate files and print on the standard output

SYNOPSIS
       cat [OPTION]... [FILE]... DESCRIPTION
       Concatenate FILE(s) to standard output. With no FILE, or when FILE is -, read standard input. -A, --show-all
              equivalent to -vET

       -b, --number-nonblank
              number nonempty output lines, overrides -n

       -e     equivalent to -vE

...
Use up and down arrows to scroll through the manual page, and enter q to exit. Change directories
Let's practice one more basic Bash command: cd. While using the shell, you're always sitting inside a directory—just like a folder on your PC or Mac. To change folders, you use the cd (change directory) command. It's simple, but let's get some practice. First, enter this command to make sure you're in the right place:

Bash

Copy
cd ~
This command moved you back to your special home directory in the shell, if you weren't already there.","How can you use the 'man' command to learn more about other commands in Bash, and what specific information does it provide for the 'cat' command?","The 'man' command is used in Bash to access the manual pages for other commands, providing detailed information on their usage, options, and functionality. For the 'cat' command, the manual explains that it concatenates files and prints them on the standard output, and it describes various options like numbering nonblank lines and showing all characters."
"You can select Tab twice to have Bash print out all the files and directories in a given path that match the letters you've typed already. Play around until you've gotten to a real .log file in the command directory. Then select Enter to use the cat command to print its contents to screen. It might look something like this:

Output

Copy
CMD-LOG-LINE-BEGIN 103 | 2020-01-29 21:56:35,426 | INFO | az_command_data_logger | command args: login --identity
CMD-LOG-LINE-BEGIN 103 | 2020-01-29 21:56:37,604 | INFO | az_command_data_logger | exit code: 0
Keep in mind that if you've typed an incorrect letter already, Bash will not be able to correctly guess what letter you meant to type. Use man
We just used the cat command, but you don't know much about it yet. Practice man to bring up more information about the cat command. Enter the following command to understand more about what cat is and how to use it:

Bash

Copy
man cat
Yes, you entered ""man cat"" into your shell. Bash commands can be both cryptic and amusing! You should see an output like this:

Output

Copy
CAT(1)                                       User Commands                                       CAT(1)

NAME
       cat - concatenate files and print on the standard output

SYNOPSIS
       cat [OPTION]... [FILE]... DESCRIPTION
       Concatenate FILE(s) to standard output. With no FILE, or when FILE is -, read standard input. -A, --show-all
              equivalent to -vET

       -b, --number-nonblank
              number nonempty output lines, overrides -n

       -e     equivalent to -vE

...
Use up and down arrows to scroll through the manual page, and enter q to exit. Change directories
Let's practice one more basic Bash command: cd. While using the shell, you're always sitting inside a directory—just like a folder on your PC or Mac. To change folders, you use the cd (change directory) command. It's simple, but let's get some practice. First, enter this command to make sure you're in the right place:

Bash

Copy
cd ~
This command moved you back to your special home directory in the shell, if you weren't already there.","What does the 'cd ~' command do in Bash, and why might it be useful for users?","The 'cd ~' command in Bash changes the current directory to the user's home directory. It is useful because it allows users to quickly return to their home directory, which serves as a convenient starting point for navigating the file system or executing commands that depend on files or directories located there."
"Double check by using the pwd command one more time:

Bash

Copy
pwd
You should see an output like this:

Output

Copy
/home/yourname
~ is another special character in Bash that refers to this home directory. You can use ~ to refer to the location /home/yourname no matter where you are in the shell. Let's change to the directory that holds log files (where we were earlier):

Bash

Copy
cd .azure/commands/
You can either enter the full command yourself, or use Tab to autocomplete. Now you should see that the line where you enter commands looks different, showing you where you are in the shell:

Output

Copy
yourname@Azure:~/.azure/commands$
Try using the special .. syntax to move up one directory:

Bash

Copy
cd ..
Now you should be one level up in the directory structure, and your command line should look like this:

Output

Copy
yourname@Azure:~/.azure$
Great work! You've taken your first steps to being a Bash expert. Let's keep learning. Check your knowledge

1. What directory would you switch to if you entered cd . as a Bash command? My special ""home"" directory

The parent directory

The first alphabetical subdirectory

I wouldn't switch directories. 6- Exercise - Terminate a misbehaving process

Computers are imperfect. Sooner or later, something will go wrong. That's why you have a job as a sysadmin; it's up to you to troubleshoot and fix system problems. Imagine that a Python application is causing problems. Perhaps it's taking up too much CPU time, or maybe it has stopped responding. In either case, you want to stop the application. To identify a process or application, you can use ps and grep. Then, to stop it, you can use the kill command. Let's practice this in your Linux virtual machine. Start a misbehaving process
If you're going to kill a process, you need a process to kill. Let's create one. Get back to your home base by typing the following command:

Bash

Copy
cd ~
In Azure Cloud Shell, enter the following command to start Linux's vi editor:

Bash

Copy
vi bad.py
vi is a widely used text editor that Linux inherited from Unix. Love it or hate it, a Bash user needs to know the basics of vi. Select the i key to put vi in insert mode.",What does the pwd command do in Bash?,"The pwd command in Bash is used to print the current working directory, showing you the full path of the directory you are in."
"Double check by using the pwd command one more time:

Bash

Copy
pwd
You should see an output like this:

Output

Copy
/home/yourname
~ is another special character in Bash that refers to this home directory. You can use ~ to refer to the location /home/yourname no matter where you are in the shell. Let's change to the directory that holds log files (where we were earlier):

Bash

Copy
cd .azure/commands/
You can either enter the full command yourself, or use Tab to autocomplete. Now you should see that the line where you enter commands looks different, showing you where you are in the shell:

Output

Copy
yourname@Azure:~/.azure/commands$
Try using the special .. syntax to move up one directory:

Bash

Copy
cd ..
Now you should be one level up in the directory structure, and your command line should look like this:

Output

Copy
yourname@Azure:~/.azure$
Great work! You've taken your first steps to being a Bash expert. Let's keep learning. Check your knowledge

1. What directory would you switch to if you entered cd . as a Bash command? My special ""home"" directory

The parent directory

The first alphabetical subdirectory

I wouldn't switch directories. 6- Exercise - Terminate a misbehaving process

Computers are imperfect. Sooner or later, something will go wrong. That's why you have a job as a sysadmin; it's up to you to troubleshoot and fix system problems. Imagine that a Python application is causing problems. Perhaps it's taking up too much CPU time, or maybe it has stopped responding. In either case, you want to stop the application. To identify a process or application, you can use ps and grep. Then, to stop it, you can use the kill command. Let's practice this in your Linux virtual machine. Start a misbehaving process
If you're going to kill a process, you need a process to kill. Let's create one. Get back to your home base by typing the following command:

Bash

Copy
cd ~
In Azure Cloud Shell, enter the following command to start Linux's vi editor:

Bash

Copy
vi bad.py
vi is a widely used text editor that Linux inherited from Unix. Love it or hate it, a Bash user needs to know the basics of vi. Select the i key to put vi in insert mode.",How can you navigate to your home directory using a special character in Bash?,"You can navigate to your home directory in Bash by using the tilde (~) character, which is a shortcut that refers to your home directory, such as /home/yourname."
"Double check by using the pwd command one more time:

Bash

Copy
pwd
You should see an output like this:

Output

Copy
/home/yourname
~ is another special character in Bash that refers to this home directory. You can use ~ to refer to the location /home/yourname no matter where you are in the shell. Let's change to the directory that holds log files (where we were earlier):

Bash

Copy
cd .azure/commands/
You can either enter the full command yourself, or use Tab to autocomplete. Now you should see that the line where you enter commands looks different, showing you where you are in the shell:

Output

Copy
yourname@Azure:~/.azure/commands$
Try using the special .. syntax to move up one directory:

Bash

Copy
cd ..
Now you should be one level up in the directory structure, and your command line should look like this:

Output

Copy
yourname@Azure:~/.azure$
Great work! You've taken your first steps to being a Bash expert. Let's keep learning. Check your knowledge

1. What directory would you switch to if you entered cd . as a Bash command? My special ""home"" directory

The parent directory

The first alphabetical subdirectory

I wouldn't switch directories. 6- Exercise - Terminate a misbehaving process

Computers are imperfect. Sooner or later, something will go wrong. That's why you have a job as a sysadmin; it's up to you to troubleshoot and fix system problems. Imagine that a Python application is causing problems. Perhaps it's taking up too much CPU time, or maybe it has stopped responding. In either case, you want to stop the application. To identify a process or application, you can use ps and grep. Then, to stop it, you can use the kill command. Let's practice this in your Linux virtual machine. Start a misbehaving process
If you're going to kill a process, you need a process to kill. Let's create one. Get back to your home base by typing the following command:

Bash

Copy
cd ~
In Azure Cloud Shell, enter the following command to start Linux's vi editor:

Bash

Copy
vi bad.py
vi is a widely used text editor that Linux inherited from Unix. Love it or hate it, a Bash user needs to know the basics of vi. Select the i key to put vi in insert mode.",How can you stop a misbehaving process in a Linux environment?,"To stop a misbehaving process in a Linux environment, you can use the ps command to list processes and grep to filter them by name, then use the kill command followed by the process ID to terminate it."
"Then type in the following Python program:

Python

Copy
i = 0
while i == 0:
    pass
This program, when executed, runs in an infinite loop—clearly not something you want running on your server. Select the Esc key to exit insert mode. Then type the following command followed by the Enter key to save the program and exit vi:

vim

Copy
:wq
Be sure to include the colon at the beginning of the command. As for the remainder of the command, w stands for ""write"" and q stands for ""quit."" Now use the following command to start the program and leave it running in the background:

Bash

Copy
python3 bad.py &
Be sure to include the ampersand (&) at the end of the command. Otherwise, you won't return to the Bash prompt. In Bash, the ampersand runs a command and returns to the command line, even if the command hasn't finished running. It's not obvious, but bad.py is now running in the background and stealing CPU cycles from other processes. Let's take a close look at what's happening. Kill the process
To kill a process, you need the process name or process ID. This is a job for ps. To refresh your memory, a ps -ef command lists all running processes and displays a great deal of information about each. Use the following command to list all running processes and filter the results to lines that contain ""python"":

Bash

Copy
ps -ef | grep python
The results should look something like this:

Output

Copy
yourname+    342    254 99 23:34 pts/1    00:00:31 python3 bad.py
yourname+    344    254  0 23:35 pts/1    00:00:00 grep --color=auto python
From the listing, it appears that bad.py is consuming 99 percent of the server's CPU time. The program is living up to its name. The kill command kills a running process based on its process ID. (A related command named killall kills a process based on the process name.) When you call kill, you have to decide what kind of ""signal"" to use to kill the process.",What is the purpose of the colon at the beginning of the :wq command in vim?,"The colon at the beginning of the :wq command in vim is used to enter command mode, allowing you to execute commands like saving and exiting. In this case, :wq stands for ""write"" (save the file) and ""quit"" (exit vim)."
"Then type in the following Python program:

Python

Copy
i = 0
while i == 0:
    pass
This program, when executed, runs in an infinite loop—clearly not something you want running on your server. Select the Esc key to exit insert mode. Then type the following command followed by the Enter key to save the program and exit vi:

vim

Copy
:wq
Be sure to include the colon at the beginning of the command. As for the remainder of the command, w stands for ""write"" and q stands for ""quit."" Now use the following command to start the program and leave it running in the background:

Bash

Copy
python3 bad.py &
Be sure to include the ampersand (&) at the end of the command. Otherwise, you won't return to the Bash prompt. In Bash, the ampersand runs a command and returns to the command line, even if the command hasn't finished running. It's not obvious, but bad.py is now running in the background and stealing CPU cycles from other processes. Let's take a close look at what's happening. Kill the process
To kill a process, you need the process name or process ID. This is a job for ps. To refresh your memory, a ps -ef command lists all running processes and displays a great deal of information about each. Use the following command to list all running processes and filter the results to lines that contain ""python"":

Bash

Copy
ps -ef | grep python
The results should look something like this:

Output

Copy
yourname+    342    254 99 23:34 pts/1    00:00:31 python3 bad.py
yourname+    344    254  0 23:35 pts/1    00:00:00 grep --color=auto python
From the listing, it appears that bad.py is consuming 99 percent of the server's CPU time. The program is living up to its name. The kill command kills a running process based on its process ID. (A related command named killall kills a process based on the process name.) When you call kill, you have to decide what kind of ""signal"" to use to kill the process.",Why is it important to include the ampersand (&) when running a Python program in the background using Bash?,"Including the ampersand (&) at the end of a command in Bash is important because it allows the command to run in the background while returning control to the command line, enabling you to continue using the terminal for other tasks."
"Then type in the following Python program:

Python

Copy
i = 0
while i == 0:
    pass
This program, when executed, runs in an infinite loop—clearly not something you want running on your server. Select the Esc key to exit insert mode. Then type the following command followed by the Enter key to save the program and exit vi:

vim

Copy
:wq
Be sure to include the colon at the beginning of the command. As for the remainder of the command, w stands for ""write"" and q stands for ""quit."" Now use the following command to start the program and leave it running in the background:

Bash

Copy
python3 bad.py &
Be sure to include the ampersand (&) at the end of the command. Otherwise, you won't return to the Bash prompt. In Bash, the ampersand runs a command and returns to the command line, even if the command hasn't finished running. It's not obvious, but bad.py is now running in the background and stealing CPU cycles from other processes. Let's take a close look at what's happening. Kill the process
To kill a process, you need the process name or process ID. This is a job for ps. To refresh your memory, a ps -ef command lists all running processes and displays a great deal of information about each. Use the following command to list all running processes and filter the results to lines that contain ""python"":

Bash

Copy
ps -ef | grep python
The results should look something like this:

Output

Copy
yourname+    342    254 99 23:34 pts/1    00:00:31 python3 bad.py
yourname+    344    254  0 23:35 pts/1    00:00:00 grep --color=auto python
From the listing, it appears that bad.py is consuming 99 percent of the server's CPU time. The program is living up to its name. The kill command kills a running process based on its process ID. (A related command named killall kills a process based on the process name.) When you call kill, you have to decide what kind of ""signal"" to use to kill the process.",How can you find and terminate the Python program running in the background that is consuming too much CPU?,"You can find and terminate the Python program by using the ps -ef command to list all running processes and filter the results with grep to find the specific Python process. Once you have the process ID, you can use the kill command followed by the process ID to terminate it."
"Use the following command to display a list of signal types:

Bash

Copy
kill -l
If you were killing a daemon process—one that runs in the background and provides vital services to the operating system—you might want to kill it and immediately restart it. To do that, you could use a SIGHUP signal. In this example, you want to kill the process without restarting it. Therefore, you want to use the SIGKILL signal, which corresponds to the number 9. To that end, grab bad.py's process ID from the ps -ef output (it's in the second column) and use the following command to terminate the process. Replace PROCESS_ID with the process ID. Bash

Copy
kill -9 PROCESS_ID
The same command can also be entered as kill -s SIGKILL PROCESS_ID. Whether you use a signal's name or number is up to you. Finish by running ps again to confirm that bad.py is no longer running. Another common use for ps and kill is to identify and terminate ""zombie processes,"" which are child processes left behind by poorly written programs. Next unit: Exercise - Use Bash and grep to filter CLI output

7- Exercise - Use Bash and grep to filter CLI output

Until now, you've been running Bash commands on their own. Bash is extremely powerful when combined with other tools, so let's get some practice by using Bash to filter output from the Azure CLI. Let's say you want to see an up-to-date list of the VM sizes available in the westus region of Azure. You can do that with this command:

Bash

Copy
az vm list-sizes --location westus --output table
You should see a long list of VM types as an output. To narrow down this list to the VM sizes you're interested in, you can use grep, Linux's universal pattern-matching program. To find the ""DS"" sizes, popular for use in data science, use the following command:

Bash

Copy
az vm list-sizes --location westus --output table | grep DS
This pipes output from the az command to grep, which filters out lines that lack the ""DS"" string. That's still a lot of VMs. You know that DS V2 VMs are a more recent series. Let's adjust the grep command to use a more intricate regular expression:

Bash

Copy
az vm list-sizes --location westus --output table | grep DS.","What is the purpose of using the SIGKILL signal in process management, and how can it be executed in Bash?","The SIGKILL signal is used to immediately terminate a process without allowing it to perform any cleanup. It is executed in Bash using the `kill -9 PROCESS_ID` command, where `PROCESS_ID` is the process identification number obtained from the `ps -ef` output."
